request_id,department,planning_type,preferred_day,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_id,asset_type,maintenance_type,issue,severity,criticality,urgency,overdue_days,estimated_duration_hours,safety_risk,operational_impact,request_status,planning_cycle,request_source,deadline_day,controller_status,approval_required
REQ-00390,Traction,NORMAL,Thursday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00526,Pantograph Interface,Isolator Maintenance,Catenary alignment issue,5,46,NORMAL,1,2.0,58,65,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00391,Traction,NORMAL,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00470,Traction Mast,OHE Maintenance,Catenary alignment issue,2,74,NORMAL,1,2.5,34,78,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00392,Traction,NORMAL,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00532,Traction Mast,OHE Maintenance,Insulator condition issue,1,78,NORMAL,0,3.0,76,71,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00393,Traction,URGENT,Sunday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00396,OHE,OHE Maintenance,Insulator condition issue,4,76,HIGH,7,4.0,54,100,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00394,Traction,NORMAL,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,TRA-00410,Isolator,OHE Maintenance,OHE fitting deterioration,2,73,NORMAL,1,2.0,58,96,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00395,Traction,NORMAL,Friday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00513,Traction Mast,Catenary Inspection,Catenary alignment issue,4,100,MEDIUM,7,1.0,95,56,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00396,Traction,NORMAL,Friday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00406,Catenary,OHE Maintenance,Contact wire wear,3,57,NORMAL,2,2.0,66,47,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00397,Traction,NORMAL,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00364,OHE,Traction Equipment Inspection,Traction mast defect,3,55,MEDIUM,2,2.0,10,55,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00398,Traction,NORMAL,Friday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00362,OHE,OHE Inspection,Insulator condition issue,3,33,NORMAL,3,3.0,21,72,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00399,Traction,NORMAL,Tuesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00513,Catenary,Traction Equipment Inspection,OHE fitting deterioration,4,64,NORMAL,7,1.0,51,36,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00400,Traction,NORMAL,Saturday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00466,Traction Mast,Catenary Inspection,Catenary alignment issue,3,70,LOW,0,2.5,52,62,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00401,Traction,NORMAL,Friday,C02,C02-S03,C02-WA03,ST02,ST03,TRA-00469,Isolator,OHE Inspection,Insulator condition issue,3,99,MEDIUM,0,1.5,100,58,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00402,Traction,NORMAL,Saturday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00394,Pantograph Interface,Traction Equipment Inspection,Contact wire wear,3,42,NORMAL,1,3.0,26,51,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00403,Traction,URGENT,Monday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00410,Traction Mast,Isolator Maintenance,Insulator condition issue,1,59,HIGH,7,2.0,55,70,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00404,Traction,URGENT,Sunday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00371,Pantograph Interface,Catenary Inspection,Contact wire wear,4,60,HIGH,1,4.0,51,71,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00405,Traction,NORMAL,Friday,C03,C03-S03,C03-WA03,ST03,ST04,TRA-00381,Isolator,Traction Equipment Inspection,Catenary alignment issue,2,11,NORMAL,0,4.0,40,40,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00406,Traction,NORMAL,Friday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00440,Isolator,OHE Inspection,Traction mast defect,1,36,NORMAL,7,2.0,23,64,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00407,Traction,NORMAL,Friday,C04,C04-S04,C04-WA04,ST04,ST05,TRA-00491,Catenary,Traction Equipment Inspection,Insulator condition issue,3,31,LOW,0,1.5,10,32,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00408,Traction,NORMAL,Friday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00499,Traction Mast,Catenary Inspection,Contact wire wear,3,66,LOW,2,1.0,63,55,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00409,Traction,NORMAL,Monday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00490,OHE,Isolator Maintenance,OHE fitting deterioration,4,85,MEDIUM,0,1.0,43,85,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00410,Traction,URGENT,Monday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00464,Catenary,OHE Inspection,Catenary alignment issue,4,59,HIGH,2,1.0,22,55,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00411,Traction,NORMAL,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00468,OHE,Traction Equipment Inspection,OHE fitting deterioration,2,19,NORMAL,0,2.5,11,100,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00412,Traction,URGENT,Friday,C01,C01-S02,C01-WA02,ST01,ST02,TRA-00385,OHE,Catenary Inspection,Contact wire wear,3,67,HIGH,1,2.0,56,64,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00413,Traction,NORMAL,Monday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00386,Isolator,Traction Equipment Inspection,OHE fitting deterioration,2,32,MEDIUM,0,3.0,10,51,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00414,Traction,NORMAL,Monday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00420,Traction Mast,Catenary Inspection,OHE fitting deterioration,4,45,NORMAL,1,4.0,33,47,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00415,Traction,NORMAL,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,TRA-00471,Pantograph Interface,OHE Maintenance,Catenary alignment issue,2,42,NORMAL,3,2.5,32,53,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00416,Traction,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00483,Pantograph Interface,Isolator Maintenance,Contact wire wear,2,56,MEDIUM,0,2.5,45,30,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00417,Traction,NORMAL,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00498,Catenary,Isolator Maintenance,Insulator condition issue,1,36,MEDIUM,5,1.0,10,50,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00418,Traction,URGENT,Saturday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00446,Traction Mast,OHE Inspection,Catenary alignment issue,1,57,HIGH,1,2.0,59,36,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00419,Traction,NORMAL,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00391,Traction Mast,Traction Equipment Inspection,Traction mast defect,4,60,NORMAL,7,3.0,29,81,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00420,Traction,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,TRA-00459,Catenary,Isolator Maintenance,Insulator condition issue,3,56,MEDIUM,1,2.0,50,51,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
