task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-000212,TR-0113,Traction,OHE,Feeder Inspection Overdue,Corrective,2,34,11,0.5,50,23,C07,2026-08-30,39.9,Low
M-000213,EN-0173,Engineering,Ballast,Sleeper Defect,Preventive,2,68,12,1.5,32,51,C09,2026-08-31,51.45,Medium
M-000214,S&-0073,S&T,Interlocking,Signal Failure,Corrective,1,54,16,1.5,13,39,C04,2026-08-30,40.65,Medium
M-000215,S&-0077,S&T,Track Circuit,Track Circuit Fault,Inspection,5,79,11,1.0,80,79,C17,2026-08-29,79.8,High
M-000216,EN-0139,Engineering,Sleeper,Sleeper Defect,Corrective,1,61,1,2.0,14,56,C06,2026-08-26,34.25,Low
M-000217,TR-0070,Traction,OHE,Feeder Inspection Overdue,Overdue,1,85,5,4.0,25,57,C13,2026-08-26,46.8,Medium
M-000218,EN-0009,Engineering,Track,Sleeper Defect,Inspection,4,42,13,0.5,62,65,C03,2026-08-30,60.5,High
M-000219,S&-0011,S&T,Point Machine,Track Circuit Fault,Overdue,5,73,0,4.0,79,90,C10,2026-08-26,71.2,High
M-000220,EN-0148,Engineering,Track,Track Geometry Deviation,Inspection,4,80,2,3.0,69,76,C06,2026-08-31,66.7,High
M-000221,TR-0016,Traction,Isolator,OHE Wear,Corrective,1,85,9,4.0,10,44,C16,2026-08-30,44.85,Medium
M-000222,S&-0021,S&T,Point Machine,Interlocking Fault,Corrective,1,66,4,3.0,17,39,C02,2026-08-27,36.05,Low
M-000223,TR-0068,Traction,OHE,Feeder Inspection Overdue,Inspection,1,65,7,3.0,19,42,C16,2026-08-25,38.85,Low
M-000224,S&-0087,S&T,Point Machine,Track Circuit Fault,Corrective,1,60,6,4.0,16,33,C15,2026-08-25,34.65,Low
M-000225,S&-0065,S&T,Signal,Interlocking Fault,Inspection,3,65,10,1.5,60,45,C07,2026-08-29,57.75,Medium
M-000226,TR-0058,Traction,Feeder,Isolator Defect,Corrective,2,91,13,2.0,34,52,C05,2026-08-28,59.65,Medium
M-000227,EN-0052,Engineering,Sleeper,Rail Wear,Corrective,1,58,12,0.5,24,35,C13,2026-08-31,40.45,Medium
M-000228,S&-0128,S&T,Point Machine,Point Machine Degradation,Overdue,3,57,0,3.0,53,44,C12,2026-08-26,46.3,Medium
M-000229,EN-0099,Engineering,Ballast,Ballast Defect,Inspection,1,55,11,1.5,18,31,C02,2026-08-30,37.0,Low
M-000230,S&-0054,S&T,Point Machine,Interlocking Fault,Overdue,4,94,11,2.0,67,77,C20,2026-08-30,77.4,High
M-000231,EN-0045,Engineering,Track,Rail Wear,Preventive,1,54,11,1.0,13,44,C18,2026-08-27,37.65,Low
M-000232,EN-0039,Engineering,Sleeper,Ballast Defect,Overdue,5,74,5,1.5,92,69,C19,2026-08-25,74.7,High
M-000233,TR-0056,Traction,OHE,Isolator Defect,Overdue,3,79,2,2.0,49,70,C17,2026-08-29,57.5,Medium
M-000234,S&-0064,S&T,Signal,Interlocking Fault,Inspection,4,58,7,0.5,72,54,C20,2026-08-28,61.15,High
M-000235,TR-0117,Traction,OHE,Feeder Inspection Overdue,Overdue,4,72,11,0.5,64,61,C15,2026-08-27,67.8,High
M-000236,EN-0006,Engineering,Sleeper,Sleeper Defect,Overdue,2,51,0,2.0,37,38,C16,2026-08-27,36.4,Low
M-000237,TR-0102,Traction,OHE,OHE Wear,Overdue,5,61,0,0.5,100,74,C14,2026-08-29,69.4,High
M-000238,TR-0005,Traction,Isolator,Isolator Defect,Preventive,3,27,12,2.0,64,29,C03,2026-08-28,46.25,Medium
M-000239,EN-0128,Engineering,Rail,Rail Wear,Overdue,2,73,14,4.0,22,45,C01,2026-08-26,51.55,Medium
M-000240,EN-0081,Engineering,Ballast,Ballast Defect,Corrective,2,98,8,2.0,34,69,C08,2026-08-25,60.55,High
M-000241,TR-0064,Traction,Insulator,OHE Wear,Preventive,2,92,15,4.0,24,64,C19,2026-08-28,61.25,High
M-000242,S&-0016,S&T,Signal,Interlocking Fault,Overdue,1,66,10,3.0,26,45,C15,2026-08-28,43.25,Medium
M-000243,EN-0091,Engineering,Track,Rail Wear,Preventive,5,75,12,3.0,87,86,C03,2026-08-31,81.8,Critical
M-000244,EN-0050,Engineering,Rail,Rail Crack,Inspection,1,69,15,1.0,20,59,C08,2026-08-25,48.8,Medium
M-000245,S&-0018,S&T,Interlocking,Interlocking Fault,Corrective,3,61,11,4.0,59,48,C15,2026-08-25,57.55,Medium
M-000246,TR-0066,Traction,OHE,Feeder Inspection Overdue,Preventive,2,30,12,0.5,37,35,C09,2026-08-31,38.65,Low
M-000247,TR-0003,Traction,Feeder,Insulator Defect,Inspection,5,54,11,1.5,92,68,C07,2026-08-30,73.05,High
M-000248,TR-0029,Traction,Insulator,Insulator Defect,Inspection,4,35,0,1.5,78,44,C05,2026-08-29,48.7,Medium
M-000249,S&-0009,S&T,Signal,Interlocking Fault,Overdue,3,72,18,4.0,58,72,C01,2026-08-27,69.5,High
M-000250,TR-0076,Traction,OHE,OHE Wear,Preventive,2,61,6,3.0,37,45,C02,2026-08-27,44.95,Medium
M-000251,S&-0032,S&T,Point Machine,Interlocking Fault,Overdue,4,81,14,1.5,74,81,C08,2026-08-27,77.75,High
M-000252,S&-0010,S&T,Signal,Interlocking Fault,Corrective,3,54,8,1.5,53,52,C12,2026-08-29,52.6,Medium
M-000253,TR-0028,Traction,Isolator,OHE Wear,Corrective,1,51,0,1.0,33,31,C09,2026-08-27,30.55,Low
M-000254,S&-0002,S&T,Point Machine,Signal Failure,Overdue,5,52,21,4.0,100,68,C19,2026-08-25,80.8,Critical
M-000255,EN-0157,Engineering,Ballast,Rail Wear,Preventive,1,61,8,0.5,21,36,C04,2026-08-25,37.9,Low
M-000256,EN-0102,Engineering,Track,Track Geometry Deviation,Overdue,1,75,0,1.5,10,38,C20,2026-08-28,34.2,Low
M-000257,EN-0014,Engineering,Rail,Rail Wear,Inspection,2,46,0,1.0,31,51,C01,2026-08-25,35.65,Low
M-000258,TR-0093,Traction,Insulator,Isolator Defect,Overdue,5,74,7,1.5,89,69,C08,2026-08-26,75.6,High
M-000259,S&-0062,S&T,Interlocking,Track Circuit Fault,Inspection,4,37,0,2.0,68,49,C12,2026-08-25,48.05,Medium
M-000260,EN-0008,Engineering,Sleeper,Sleeper Defect,Corrective,3,50,8,1.5,41,45,C10,2026-08-29,47.95,Medium
M-000261,S&-0069,S&T,Track Circuit,Signal Failure,Inspection,2,62,28,1.0,42,62,C19,2026-08-27,59.3,Medium
M-000262,TR-0001,Traction,OHE,Feeder Inspection Overdue,Corrective,4,71,7,1.5,73,69,C03,2026-08-31,67.5,High
M-000263,S&-0046,S&T,Signal,Track Circuit Fault,Corrective,2,47,14,1.5,48,40,C06,2026-08-28,48.2,Medium
M-000264,EN-0071,Engineering,Ballast,Sleeper Defect,Overdue,2,24,2,1.5,23,25,C19,2026-08-29,25.05,Low
M-000265,S&-0027,S&T,Signal,Track Circuit Fault,Inspection,3,77,10,1.0,53,66,C17,2026-08-27,63.1,High
M-000266,EN-0013,Engineering,Track,Rail Wear,Inspection,1,75,16,4.0,14,33,C03,2026-08-26,46.25,Medium
M-000267,S&-0033,S&T,Track Circuit,Interlocking Fault,Corrective,4,78,12,1.0,65,75,C02,2026-08-30,72.65,High
M-000268,TR-0033,Traction,Insulator,Isolator Defect,Inspection,5,47,16,0.5,100,67,C16,2026-08-30,76.15,High
M-000269,TR-0079,Traction,Feeder,Isolator Defect,Preventive,1,68,9,3.0,17,41,C07,2026-08-26,40.7,Medium
M-000270,S&-0131,S&T,Signal,Track Circuit Fault,Preventive,3,81,5,2.0,51,64,C08,2026-08-30,59.85,Medium
M-000271,EN-0016,Engineering,Track,Rail Wear,Preventive,2,71,0,1.0,29,60,C12,2026-08-28,44.1,Medium
M-000272,S&-0130,S&T,Interlocking,Interlocking Fault,Inspection,4,29,5,3.0,71,42,C14,2026-08-30,48.95,Medium
M-000273,TR-0067,Traction,OHE,Insulator Defect,Preventive,4,21,0,1.5,78,41,C06,2026-08-28,44.05,Medium
M-000274,S&-0059,S&T,Track Circuit,Track Circuit Fault,Inspection,2,50,22,3.0,42,33,C13,2026-08-29,51.35,Medium
M-000275,EN-0145,Engineering,Rail,Sleeper Defect,Inspection,2,77,30,4.0,45,59,C04,2026-08-31,63.95,High
M-000276,EN-0058,Engineering,Sleeper,Rail Wear,Corrective,5,42,0,4.0,68,55,C05,2026-08-28,54.45,Medium
M-000277,S&-0056,S&T,Track Circuit,Track Circuit Fault,Preventive,2,48,13,0.5,35,40,C16,2026-08-30,45.15,Medium
M-000278,TR-0001,Traction,OHE,Insulator Defect,Overdue,3,77,1,4.0,41,52,C03,2026-08-31,51.85,Medium
M-000279,S&-0051,S&T,Interlocking,Interlocking Fault,Preventive,1,61,12,3.0,23,39,C20,2026-08-31,41.75,Medium
M-000280,TR-0073,Traction,Insulator,Isolator Defect,Overdue,2,61,10,2.0,32,47,C16,2026-08-26,47.25,Medium
M-000281,S&-0078,S&T,Interlocking,Point Machine Degradation,Preventive,5,51,15,4.0,100,58,C01,2026-08-27,75.25,High
M-000282,S&-0059,S&T,Track Circuit,Interlocking Fault,Corrective,4,51,8,1.0,71,57,C13,2026-08-27,60.05,High
M-000283,TR-0075,Traction,Feeder,Isolator Defect,Overdue,4,59,6,1.5,68,55,C11,2026-08-31,60.05,High
M-000284,TR-0101,Traction,Feeder,Isolator Defect,Overdue,3,69,14,1.5,52,69,C06,2026-08-26,63.95,High
M-000285,EN-0129,Engineering,Rail,Rail Wear,Preventive,4,66,0,2.0,59,58,C09,2026-08-26,56.3,Medium
M-000286,EN-0037,Engineering,Track,Track Geometry Deviation,Preventive,2,78,17,3.0,27,44,C03,2026-08-26,56.15,Medium
M-000287,EN-0155,Engineering,Track,Ballast Defect,Preventive,1,62,14,2.0,12,41,C19,2026-08-25,41.65,Medium
M-000288,EN-0076,Engineering,Rail,Sleeper Defect,Corrective,2,40,24,1.5,45,24,C14,2026-08-30,47.6,Medium
M-000289,EN-0136,Engineering,Sleeper,Rail Crack,Corrective,5,62,6,2.0,95,73,C09,2026-08-27,73.05,High
M-000290,S&-0092,S&T,Signal,Point Machine Degradation,Preventive,4,52,0,1.0,72,47,C05,2026-08-29,53.05,Medium
M-000291,S&-0041,S&T,Interlocking,Track Circuit Fault,Preventive,2,46,0,4.0,43,43,C06,2026-08-29,36.85,Low
M-000292,EN-0153,Engineering,Track,Sleeper Defect,Preventive,2,57,3,2.0,33,48,C12,2026-08-30,41.15,Medium
M-000293,S&-0130,S&T,Interlocking,Interlocking Fault,Preventive,4,28,20,1.0,76,31,C14,2026-08-30,59.25,Medium
M-000294,TR-0020,Traction,Isolator,Isolator Defect,Corrective,1,54,1,3.0,28,39,C09,2026-08-31,32.4,Low
M-000295,EN-0168,Engineering,Rail,Rail Wear,Inspection,5,30,8,1.0,100,61,C10,2026-08-27,64.15,High
M-000296,TR-0009,Traction,Isolator,Insulator Defect,Overdue,3,74,3,4.0,58,64,C03,2026-08-29,57.65,Medium
M-000297,EN-0107,Engineering,Ballast,Track Geometry Deviation,Overdue,1,61,8,2.0,20,48,C15,2026-08-26,39.5,Low
M-000298,EN-0079,Engineering,Ballast,Ballast Defect,Overdue,2,19,9,0.5,44,34,C07,2026-08-26,34.35,Low
M-000299,S&-0108,S&T,Interlocking,Track Circuit Fault,Inspection,5,35,16,1.5,100,58,C12,2026-08-26,71.2,High
M-000300,EN-0026,Engineering,Rail,Ballast Defect,Preventive,3,41,10,2.0,46,46,C19,2026-08-27,47.9,Medium
M-000301,S&-0016,S&T,Signal,Signal Failure,Inspection,1,73,1,4.0,29,49,C15,2026-08-28,39.8,Low
M-000302,EN-0170,Engineering,Sleeper,Track Geometry Deviation,Inspection,2,48,17,4.0,21,49,C15,2026-08-28,46.7,Medium
M-000303,S&-0034,S&T,Track Circuit,Point Machine Degradation,Preventive,1,94,0,4.0,12,63,C18,2026-08-25,44.05,Medium
M-000304,TR-0066,Traction,OHE,Feeder Inspection Overdue,Corrective,5,31,2,4.0,81,49,C09,2026-08-27,54.35,Medium
M-000305,EN-0008,Engineering,Sleeper,Ballast Defect,Overdue,4,62,0,0.5,68,57,C10,2026-08-29,56.75,Medium
M-000306,S&-0093,S&T,Point Machine,Track Circuit Fault,Corrective,5,49,17,3.0,91,48,C18,2026-08-30,72.85,High
M-000307,EN-0099,Engineering,Ballast,Rail Wear,Inspection,3,58,11,2.0,50,59,C02,2026-08-29,56.5,Medium
M-000308,TR-0018,Traction,OHE,Feeder Inspection Overdue,Overdue,4,49,3,0.5,80,52,C15,2026-08-25,56.75,Medium
M-000309,S&-0004,S&T,Signal,Track Circuit Fault,Corrective,3,52,0,0.5,48,53,C20,2026-08-25,45.15,Medium
M-000310,S&-0111,S&T,Track Circuit,Track Circuit Fault,Overdue,3,58,0,2.0,56,59,C11,2026-08-26,49.45,Medium
M-000311,EN-0150,Engineering,Ballast,Sleeper Defect,Preventive,3,32,21,1.0,46,34,C09,2026-08-29,50.9,Medium
M-000312,EN-0018,Engineering,Rail,Sleeper Defect,Corrective,3,63,1,1.0,45,52,C07,2026-08-28,48.45,Medium
M-000313,S&-0083,S&T,Interlocking,Signal Failure,Preventive,5,96,6,0.5,99,94,C20,2026-08-25,87.2,Critical
M-000314,EN-0160,Engineering,Rail,Rail Wear,Corrective,1,63,16,1.0,11,28,C19,2026-08-31,41.3,Medium
M-000315,S&-0046,S&T,Signal,Signal Failure,Inspection,1,58,1,1.0,1,49,C06,2026-08-25,29.7,Low
M-000316,TR-0077,Traction,Insulator,Feeder Inspection Overdue,Overdue,2,74,0,3.0,39,55,C02,2026-08-25,46.25,Medium
M-000317,EN-0112,Engineering,Rail,Rail Wear,Inspection,1,54,8,4.0,14,37,C05,2026-08-25,34.55,Low
M-000318,EN-0111,Engineering,Rail,Track Geometry Deviation,Preventive,4,47,14,1.0,69,56,C09,2026-08-29,62.8,High
M-000319,TR-0016,Traction,Isolator,Isolator Defect,Inspection,4,84,2,0.5,71,89,C16,2026-08-28,70.25,High
M-000320,EN-0121,Engineering,Sleeper,Track Geometry Deviation,Corrective,2,33,8,4.0,42,26,C04,2026-08-28,36.2,Low
M-000321,EN-0167,Engineering,Rail,Ballast Defect,Overdue,1,73,8,1.5,28,39,C07,2026-08-28,43.35,Medium
M-000322,TR-0072,Traction,OHE,Isolator Defect,Corrective,2,77,24,1.0,25,56,C03,2026-08-25,59.5,Medium
M-000323,EN-0152,Engineering,Track,Rail Wear,Inspection,2,73,16,1.5,27,47,C20,2026-08-28,54.35,Medium
M-000324,TR-0040,Traction,Insulator,OHE Wear,Preventive,3,55,6,1.5,61,48,C11,2026-08-31,52.4,Medium
M-000325,EN-0093,Engineering,Ballast,Sleeper Defect,Inspection,3,88,6,2.0,60,82,C02,2026-08-28,67.2,High
M-000326,S&-0107,S&T,Signal,Interlocking Fault,Corrective,3,69,6,0.5,55,47,C08,2026-08-29,55.25,Medium
M-000327,EN-0020,Engineering,Track,Track Geometry Deviation,Overdue,3,66,3,3.0,64,59,C19,2026-08-26,55.7,Medium
M-000328,EN-0018,Engineering,Rail,Rail Wear,Inspection,5,55,8,4.0,85,62,C07,2026-08-26,68.8,High
M-000329,TR-0126,Traction,Feeder,Isolator Defect,Overdue,4,58,3,4.0,49,56,C05,2026-08-27,53.85,Medium
M-000330,TR-0082,Traction,Feeder,Feeder Inspection Overdue,Overdue,5,87,8,1.5,90,72,C07,2026-08-31,80.9,Critical
M-000331,S&-0006,S&T,Signal,Interlocking Fault,Inspection,2,40,8,4.0,28,30,C16,2026-08-31,36.1,Low
M-000332,EN-0148,Engineering,Track,Sleeper Defect,Preventive,2,74,0,4.0,48,56,C06,2026-08-28,48.2,Medium
M-000333,TR-0066,Traction,OHE,Feeder Inspection Overdue,Corrective,2,21,0,2.0,53,31,C09,2026-08-30,29.55,Low
M-000334,TR-0125,Traction,OHE,OHE Wear,Corrective,3,46,0,1.0,70,57,C07,2026-08-29,48.35,Medium
M-000335,TR-0019,Traction,Feeder,Feeder Inspection Overdue,Inspection,4,54,2,1.5,95,49,C02,2026-08-26,60.05,High
M-000336,EN-0171,Engineering,Rail,Rail Crack,Corrective,3,90,7,3.0,54,74,C03,2026-08-31,66.15,High
M-000337,EN-0017,Engineering,Sleeper,Track Geometry Deviation,Inspection,3,62,19,3.0,44,50,C09,2026-08-26,61.15,High
M-000338,S&-0060,S&T,Point Machine,Point Machine Degradation,Corrective,1,47,4,3.0,4,30,C16,2026-08-30,26.4,Low
M-000339,EN-0128,Engineering,Rail,Track Geometry Deviation,Overdue,2,64,4,1.0,41,44,C01,2026-08-30,45.0,Medium
M-000340,EN-0107,Engineering,Ballast,Track Geometry Deviation,Overdue,2,68,2,2.0,43,56,C15,2026-08-25,46.9,Medium
M-000341,S&-0135,S&T,Interlocking,Track Circuit Fault,Preventive,4,58,18,3.0,75,60,C18,2026-08-29,70.9,High
M-000342,S&-0102,S&T,Signal,Point Machine Degradation,Inspection,4,61,5,2.0,67,77,C19,2026-08-30,63.0,High
M-000343,S&-0007,S&T,Track Circuit,Signal Failure,Overdue,4,57,0,3.0,70,66,C12,2026-08-27,57.0,Medium
M-000344,EN-0176,Engineering,Sleeper,Rail Crack,Preventive,4,83,14,2.0,97,82,C02,2026-08-29,83.1,Critical
M-000345,S&-0055,S&T,Track Circuit,Interlocking Fault,Preventive,4,86,7,0.5,83,81,C17,2026-08-29,75.8,High
M-000346,TR-0087,Traction,Isolator,Insulator Defect,Overdue,4,78,0,0.5,76,78,C16,2026-08-28,66.3,High
M-000347,EN-0131,Engineering,Track,Sleeper Defect,Overdue,5,29,0,3.0,73,56,C05,2026-08-27,51.7,Medium
M-000348,EN-0140,Engineering,Sleeper,Sleeper Defect,Preventive,2,50,16,0.5,30,26,C01,2026-08-27,44.9,Medium
M-000349,TR-0012,Traction,Insulator,Isolator Defect,Corrective,1,70,4,2.0,21,37,C10,2026-08-30,37.75,Low
M-000350,TR-0085,Traction,Insulator,Insulator Defect,Preventive,2,47,11,2.0,43,54,C10,2026-08-25,47.05,Medium
M-000351,EN-0058,Engineering,Sleeper,Rail Crack,Corrective,5,49,10,4.0,100,56,C05,2026-08-25,70.6,High
M-000352,TR-0096,Traction,Feeder,OHE Wear,Overdue,5,68,11,1.0,97,81,C09,2026-08-27,80.2,Critical
M-000353,EN-0006,Engineering,Sleeper,Rail Wear,Inspection,3,52,9,1.5,59,41,C16,2026-08-26,52.3,Medium
M-000354,EN-0021,Engineering,Ballast,Track Geometry Deviation,Overdue,5,74,6,1.5,96,86,C08,2026-08-31,78.8,High
M-000355,S&-0035,S&T,Signal,Signal Failure,Inspection,2,42,13,3.0,29,37,C07,2026-08-29,41.7,Medium
M-000356,S&-0052,S&T,Track Circuit,Point Machine Degradation,Inspection,4,94,1,2.0,75,82,C05,2026-08-26,72.25,High
M-000357,EN-0061,Engineering,Ballast,Track Geometry Deviation,Preventive,1,81,16,0.5,25,54,C05,2026-08-30,53.4,Medium
M-000358,EN-0065,Engineering,Track,Sleeper Defect,Preventive,4,55,9,3.0,71,52,C15,2026-08-31,61.25,High
M-000359,TR-0034,Traction,OHE,Isolator Defect,Preventive,2,54,12,4.0,38,51,C05,2026-08-31,48.45,Medium
M-000360,TR-0022,Traction,Insulator,Feeder Inspection Overdue,Corrective,1,81,7,4.0,17,48,C08,2026-08-31,44.15,Medium
M-000361,TR-0049,Traction,Insulator,Feeder Inspection Overdue,Corrective,1,100,9,2.0,20,77,C06,2026-08-27,56.3,Medium
M-000362,S&-0028,S&T,Track Circuit,Interlocking Fault,Corrective,5,89,8,1.0,92,83,C02,2026-08-26,83.55,Critical
M-000363,S&-0106,S&T,Interlocking,Point Machine Degradation,Overdue,3,74,15,1.5,65,59,C03,2026-08-27,67.3,High
M-000364,TR-0073,Traction,Insulator,Insulator Defect,Inspection,4,49,17,2.0,75,67,C16,2026-08-25,68.5,High
M-000365,EN-0092,Engineering,Ballast,Track Geometry Deviation,Preventive,5,82,5,1.5,100,68,C11,2026-08-26,78.55,High
M-000366,EN-0097,Engineering,Track,Sleeper Defect,Overdue,3,57,1,4.0,57,61,C15,2026-08-27,50.4,Medium
M-000367,S&-0035,S&T,Signal,Signal Failure,Overdue,5,60,5,1.5,90,69,C07,2026-08-29,70.1,High
M-000368,S&-0036,S&T,Interlocking,Signal Failure,Inspection,2,46,8,2.0,42,49,C02,2026-08-28,43.55,Medium
M-000369,S&-0081,S&T,Track Circuit,Interlocking Fault,Inspection,2,76,18,3.0,43,53,C19,2026-08-25,60.85,High
M-000370,EN-0149,Engineering,Sleeper,Track Geometry Deviation,Overdue,2,53,0,1.0,41,38,C13,2026-08-29,37.8,Low
M-000371,EN-0132,Engineering,Rail,Sleeper Defect,Preventive,1,73,16,2.0,20,38,C16,2026-08-26,47.6,Medium
M-000372,S&-0098,S&T,Track Circuit,Track Circuit Fault,Overdue,4,50,2,2.0,74,59,C12,2026-08-28,56.15,Medium
M-000373,EN-0156,Engineering,Rail,Sleeper Defect,Overdue,5,54,13,0.5,84,51,C12,2026-08-30,70.4,High
M-000374,S&-0031,S&T,Track Circuit,Signal Failure,Inspection,4,53,9,4.0,86,48,C17,2026-08-28,63.05,High
M-000375,EN-0032,Engineering,Sleeper,Rail Wear,Corrective,2,85,0,1.5,43,65,C13,2026-08-25,51.85,Medium
M-000376,TR-0091,Traction,OHE,Feeder Inspection Overdue,Corrective,3,47,6,0.5,60,58,C03,2026-08-28,51.3,Medium
M-000377,S&-0005,S&T,Signal,Point Machine Degradation,Inspection,1,51,5,2.0,14,37,C01,2026-08-29,31.4,Low
M-000378,S&-0068,S&T,Interlocking,Point Machine Degradation,Inspection,3,37,13,1.5,59,37,C04,2026-08-29,50.2,Medium
M-000379,TR-0073,Traction,Insulator,Insulator Defect,Inspection,2,61,14,4.0,30,39,C16,2026-08-27,48.65,Medium
M-000380,S&-0066,S&T,Signal,Signal Failure,Inspection,4,28,0,4.0,78,46,C05,2026-08-25,46.9,Medium
M-000381,S&-0109,S&T,Signal,Point Machine Degradation,Corrective,2,23,13,4.0,18,17,C09,2026-08-29,30.8,Low
M-000382,S&-0051,S&T,Interlocking,Track Circuit Fault,Inspection,2,70,0,1.0,37,55,C20,2026-08-30,44.65,Medium
M-000383,EN-0024,Engineering,Track,Rail Crack,Corrective,2,50,0,4.0,32,42,C20,2026-08-28,35.7,Low
M-000384,TR-0011,Traction,OHE,OHE Wear,Preventive,3,35,0,4.0,47,47,C20,2026-08-25,38.95,Low
M-000385,TR-0033,Traction,Insulator,Feeder Inspection Overdue,Inspection,4,56,11,1.0,71,53,C16,2026-08-29,63.2,High
M-000386,TR-0107,Traction,Insulator,Isolator Defect,Overdue,2,92,9,3.0,28,46,C16,2026-08-27,54.85,Medium
M-000387,S&-0104,S&T,Point Machine,Point Machine Degradation,Preventive,3,77,9,2.0,44,62,C09,2026-08-27,59.95,Medium
M-000388,TR-0058,Traction,Feeder,Feeder Inspection Overdue,Inspection,5,92,15,3.0,95,84,C05,2026-08-25,90.45,Critical
M-000389,S&-0110,S&T,Interlocking,Track Circuit Fault,Inspection,1,56,6,1.0,21,33,C19,2026-08-30,34.45,Low
M-000390,EN-0075,Engineering,Track,Track Geometry Deviation,Overdue,4,94,11,2.0,61,73,C10,2026-08-30,75.6,High
M-000391,EN-0020,Engineering,Track,Rail Wear,Inspection,1,54,0,2.0,24,33,C19,2026-08-30,29.95,Low
M-000392,TR-0030,Traction,Insulator,Isolator Defect,Inspection,1,74,16,4.0,14,40,C10,2026-08-25,47.0,Medium
M-000393,S&-0001,S&T,Track Circuit,Point Machine Degradation,Preventive,1,67,11,0.5,13,45,C06,2026-08-25,41.7,Medium
M-000394,EN-0139,Engineering,Sleeper,Rail Wear,Overdue,1,47,6,3.0,19,40,C06,2026-08-31,32.4,Low
M-000395,EN-0140,Engineering,Sleeper,Rail Wear,Inspection,2,53,10,0.5,38,40,C01,2026-08-31,45.0,Medium
M-000396,TR-0089,Traction,Insulator,Feeder Inspection Overdue,Corrective,4,78,13,1.0,61,69,C19,2026-08-30,71.7,High
M-000397,EN-0139,Engineering,Sleeper,Rail Crack,Preventive,5,62,11,0.5,84,80,C06,2026-08-31,75.65,High
M-000398,EN-0104,Engineering,Track,Track Geometry Deviation,Overdue,1,74,7,1.0,21,67,C06,2026-08-26,45.7,Medium
M-000399,TR-0018,Traction,OHE,Isolator Defect,Preventive,3,51,0,3.0,57,13,C15,2026-08-27,40.65,Medium
M-000400,TR-0105,Traction,OHE,Feeder Inspection Overdue,Inspection,2,67,0,3.0,43,50,C17,2026-08-26,44.2,Medium
M-000401,TR-0122,Traction,Isolator,Feeder Inspection Overdue,Inspection,3,57,17,3.0,50,37,C20,2026-08-25,57.4,Medium
M-000402,EN-0173,Engineering,Ballast,Ballast Defect,Overdue,5,59,17,0.5,83,54,C09,2026-08-31,75.15,High
M-000403,TR-0118,Traction,Feeder,OHE Wear,Overdue,5,81,0,3.0,85,78,C20,2026-08-25,73.0,High
M-000404,TR-0084,Traction,Isolator,Feeder Inspection Overdue,Overdue,4,91,8,2.0,73,75,C18,2026-08-27,75.15,High
M-000405,TR-0040,Traction,Insulator,Feeder Inspection Overdue,Inspection,4,57,7,2.0,66,63,C11,2026-08-30,61.0,High
M-000406,EN-0166,Engineering,Sleeper,Rail Wear,Preventive,1,72,8,3.0,13,33,C03,2026-08-28,39.15,Low
M-000407,S&-0092,S&T,Signal,Point Machine Degradation,Corrective,4,50,14,1.5,68,48,C05,2026-08-30,62.3,High
M-000408,S&-0036,S&T,Interlocking,Point Machine Degradation,Preventive,4,65,20,1.5,64,78,C02,2026-08-28,75.0,High
M-000409,S&-0054,S&T,Point Machine,Signal Failure,Corrective,4,95,19,3.0,73,77,C20,2026-08-25,84.9,Critical
M-000410,TR-0090,Traction,Feeder,Isolator Defect,Preventive,5,64,5,0.5,90,62,C10,2026-08-26,70.25,High
M-000411,S&-0110,S&T,Interlocking,Interlocking Fault,Overdue,3,56,11,3.0,60,26,C19,2026-08-30,52.95,Medium
M-000412,S&-0127,S&T,Signal,Interlocking Fault,Corrective,5,53,0,4.0,86,72,C08,2026-08-29,63.9,High
M-000413,S&-0118,S&T,Track Circuit,Track Circuit Fault,Inspection,3,75,14,1.5,55,63,C20,2026-08-30,65.45,High
M-000414,TR-0127,Traction,Feeder,Isolator Defect,Inspection,4,64,17,1.5,72,74,C16,2026-08-29,73.45,High
M-000415,S&-0072,S&T,Point Machine,Point Machine Degradation,Preventive,2,58,0,0.5,21,54,C15,2026-08-26,37.7,Low
M-000416,EN-0010,Engineering,Sleeper,Track Geometry Deviation,Preventive,4,60,12,1.0,78,46,C11,2026-08-28,65.5,High
M-000417,EN-0172,Engineering,Ballast,Ballast Defect,Overdue,1,58,6,3.0,26,48,C14,2026-08-29,38.3,Low
M-000418,EN-0145,Engineering,Rail,Rail Wear,Overdue,3,73,1,3.0,26,80,C04,2026-08-28,51.85,Medium
M-000419,TR-0113,Traction,OHE,Insulator Defect,Preventive,1,27,23,3.0,14,35,C07,2026-08-31,35.15,Low
M-000420,S&-0072,S&T,Point Machine,Track Circuit Fault,Preventive,4,59,17,3.0,80,80,C15,2026-08-28,74.45,High
M-000421,S&-0069,S&T,Track Circuit,Signal Failure,Overdue,2,65,9,2.0,33,37,C19,2026-08-27,46.4,Medium
M-000422,S&-0060,S&T,Point Machine,Track Circuit Fault,Corrective,3,69,7,3.0,46,53,C16,2026-08-30,55.1,Medium
M-000423,TR-0009,Traction,Isolator,Isolator Defect,Overdue,5,71,8,0.5,82,77,C03,2026-08-26,75.25,High
